name,description,cpf,online,duration,unit,level,degree,category,subcategory,organism,cities,price
Premiere Pro Les bases,"Identifier les aspects techniques des fichiers audio et vidéo, les principes du montage vidéo. Réaliser des montages structurés. Utiliser les différents supports pour diffuser ses vidéos.",checked,online,3,Day,Avoir une bonne maîtrise de l'outil informatique et des connaissances sur un logiciel de PAO.,Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Premiere Pro,Ziggourat Formation,"A distance, Paris",1400
Premiere Pro Perfectionnement,"Cette formation vous permet d'identifier les dernières mises à jour de Premiere Pro CC, de réaliser la bande son, d'organiser et optimiser son flux de travail, de créer des titres et ajouter des filtres, de réaliser des exports ciblés et de nettoyer sa station de montage pour les projets futurs.",checked,online,3,Day,"Avoir suivi la formation Premiere Pro Initiation ou en posséder les connaissances équivalentes.
Avoir suivi Premiere Pro Initiation",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Premiere Pro,Ziggourat Formation,"A distance, Paris",1400
Prise de vue avec smartphone et montage vidéo sur Premiere Pro,"Identifier les fondamentaux de la prise de vues numériques sur smartphone, les techniques du tournage, de prise de son et les techniques de montage simple.",checked,online,3,Day,Avoir une bonne maîtrise de l'outil informatique et des connaissances sur un logiciel de PAO ou de montage. Posséder un smartphone.,Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Photographie,Premiere Pro,Ziggourat Formation,"A distance, Paris",1500
Promouvoir son activité sur Instagram,Apprendre à utiliser Instagram pour promouvoir votre activité professionnelle,checked,online,3,day,"Maîtrise des outils bureautiques (traitement de texte, navigation internet, tableur)","Après réalisation d’un test d’évaluation, une
attestation d’acquisition de compétences vous
sera remise en fin de formation.",Réseaux sociaux,,CréActifs,"A distance, Paris,Paris",1200
Publication assistée par ordinateur (PAO),Apprendre les fonctions du logiciel InDesign,checked,online,4,Hour,"Avoir un ordinateur avec une connexion internet, une webcam, un micro - Être à l'aise avec l'ordinateur - Maîtriser Internet - Avoir un compte sur Wordpress",Certification ICDL,Informatique,InDesign,Mda ACADEMY,A distance,1100
Réaliser son Business plan,Apprendre à créer son Business Plan,checked,online,5,Day,"Maîtrise des outils bureautiques (traitement de texte, navigation internet, tableur)","Après réalisation d’un test d’évaluation, une
attestation d’acquisition de compétences vous
sera remise en fin de formation.",Entrepreneuriat,,CréActifs,"A distance, Paris",1300
Réaliser son étude de marché,Apprendre à réaliser une étude de marché,checked,online,2,Day,"Maîtrise des outils bureautiques (traitement de texte, navigation internet, tableur)","Après réalisation d’un test d’évaluation, une
attestation d’acquisition de compétences vous
sera remise en fin de formation.",Entrepreneuriat,,CréActifs,"A distance, Paris",650
Rédiger pour le Web,Identifier les enjeux rédactionnels du Web. Appliquer des techniques d'écriture propres aux média interactifs. Identifier les principes du référencement naturel.,checked,online,3,Day,Être à l'aise avec l'utilisation d'Internet.,Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,"Journalisme, Médias & Cinéma",,Ziggourat Formation,"A distance, Paris",1500
Référencement naturel de site web (SEO),Cette formation présente les notions et compétences essentielles et relatives au fondamentaux du Marketing Numérique. Les participants de cette formation seront capables de comprendre les options et les principes du Marketing Numérique et enfin d’utiliser et maitriser les outils d’analyses.,checked,online,6,Hour,"Avoir un ordinateur avec une connexion internet, une webcam, un micro - Être à l'aise avec l'ordinateur - Maîtriser Internet - Avoir un compte sur Wordpress",Certification ICDL,Digital & Numérique,Webmarketing,Mda ACADEMY,A distance,1130
Référencement payant,Cette formation présente les notions et compétences essentielles et relatives aux fondamentaux du Marketing Numérique et comprendre la plateforme Google Ads.,checked,online,6,hour,"Avoir un ordinateur avec une connexion internet, une webcam, un micro - Être à l'aise avec l'ordinateur - Maîtriser Internet - Avoir un compte sur Wordpress",Certification ICDL,Marketing Digital,,Mda ACADEMY,A distance,1130
Répondre aux Marchés publics en ligne,Formation adaptée à la déficience visuelle et/ou auditive,,face to face,1,Day,"La formation s'adresse aux acheteurs, agents de la commande publique, tous les agents devant gérer les marchés publics ainsi qu'aux élus souhaitant comprendre toutes les facettes de la dématérialisation.","La formation est évaluée par le biais d'une fiche qui porte à la fois sur les aspects organisationnel, méthodologique et pédagogique de la formation ainsi que sur la réponse aux attentes des stagiaires. La formation est également sanctionnée par une attestation individuelle de formation.",Achats,Réaliser appel d'offres,Public Arena,Rennes,702
Responsive Web Design,Appréhender les enjeux du Responsive Web Design. Mettre en œuvre les techniques de conception de sites web responsive. Maîtriser les contraintes ergonomiques et graphiques liées au Responsive Web Design. Optimiser les performances d’un site responsive.,checked,online,2,Day,Une maîtrise d'un logiciel de graphisme ou de wireframing est un plus pour suivre cette formation.,Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,,Ziggourat Formation,"A distance, Paris",1100
Retouche et dessin assisté par ordinateur,Apprendre les fonctions du logiciel Photoshop pour l'édition d'images.,checked,online,4,Hour,"Avoir un ordinateur avec une connexion internet, une webcam, un micro - Être à l'aise avec l'ordinateur - Maîtriser Internet - Avoir un compte sur Wordpress",Certification ICDL,Informatique,Photoshop,Mda ACADEMY,A distance,1110
Réussir votre stratégie de transformation digitale,Réussir votre stratégie de transformation digitale,checked,online,2,Day,"Avoir un premier niveau de culture digitale
Avoir suivi Développer votre culture digitale",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Digital & Numérique,,Ziggourat Formation,"A distance, Paris",0
Revit Architecture et V-Ray,Cette formation vous permettra d'identifier les possibilités du moteur de rendu V-Ray sur Revit Architecture et d'appliquer différentes méthodes pour obtenir un rendu réaliste.,checked,online,2,Day,"Connaissance indispensable des bases de Revit Architecture ou avoir suivi la formation Revit Architecture Initiation. Spécialiste en animation 3D.
Avoir suivi Revit Architecture Perfectionnement et Revit Architecture Initiation",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Revit,Ziggourat Formation,"A distance, Paris",1000
Revit Architecture Initiation,Réaliser un modèle architectural basé sur un gabarit de Building Information Modeling (BIM) dans un contexte de travail collaboratif.,checked,online,5,Day,"Expérience dans la pratique d'un logiciel de dessin technique en CAO. Notions de base dans le domaine du dessin d'Architecture.
Avoir suivi AutoCAD 2D Initiation",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Revit,Ziggourat Formation,"A distance, Paris",2000
Revit Architecture Perfectionnement,Réaliser un modèle architectural basé sur un gabarit de Building Information Modeling (BIM) dans un contexte de travail collaboratif.,checked,online,5,Day,"Expérience dans la pratique d'un logiciel de dessin technique en CAO. Notions de base dans le domaine du dessin d'Architecture.
Avoir suivi Revit Architecture Initiation",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Revit,Ziggourat Formation,"A distance, Paris",2200
Revit MEP Initiation,Réaliser des maquettes numériques basées sur un gabarit de Building Information Modeling (BIM) dans un contexte de travail collaboratif.,checked,online,5,Day,"Expérience dans la pratique d'un logiciel de dessin technique en CAO. Notions de base dans le domaine du dessin d'Architecture.
Avoir suivi Revit Architecture Initiation",Évaluation en fin de stage par la complétion d'un questionnaire et/ou d'une certification officielle issue du Répertoire Spécifique. Remise d'une attestation individuelle de réalisation.,Informatique,Revit,Ziggourat Formation,"A distance, Paris",2600
"S'initier au pack Office : Word, Excel, PowerPoint, Outlook","Concevoir des documents professionnels de type texte, présentation, tableur ou e-mail. Utiliser les outils principaux de mise en forme, de mise en page et d'insertion dans chacun des logiciels. Utiliser les logiciels en connaissant parfaitement leur interface, leurs outils communs et leurs particularités.",checked,online,5,Day,"Débutant en bureautique
Avoir suivi Windows 10",Vous avez la possibilité de passer une certification à l’issue de votre formation : Tosa Excel - Utilisation d'un logiciel de tableau (ICDL - PCIE) - Utilisation d'un logiciel de traitement de texte (ICDL - PCIE) - Utilisation d'un logiciel de présentation (ICDL - PCIE),Informatique,Office 365,Ziggourat Formation,"A distance, Paris",1500
SketchUp avec V-Ray,"Utiliser un logiciel de conception tridimensionnelle pour créer, modifier des objets, des dessins, des plans, des scènes et appliquer un moteur de rendu spécifique.",checked,online,2,Day,"Avoir les connaissances de bases de SketchUp ou avoir suivi la formation SketchUp Initiation.
Avoir suivi SketchUp Initiation",Vous avez la possibilité de passer une certification à l’issue de votre formation : Utilisation d'un logiciel de CAO 3D (PCIE - ICDL),Informatique,SketchUp,Ziggourat Formation,"A distance, Paris",1250
